distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
2-30,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.8853372753372752,0.928125,200,16,creciente,31,False
2-30,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.908124375980602,0.9375,200,16,creciente,31,False
2-30,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9284415584415584,0.953125,200,16,creciente,31,False
30-8-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704878048780488,0.98125,200,17,decreciente,32,False
30-8-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9150655975625376,0.946875,200,17,decreciente,32,False
30-8-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8802694156307913,0.9249999999999998,200,17,decreciente,32,False
30-8-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9172765246449458,0.946875,200,17,decreciente,32,False
30-8-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9512145904151158,0.96875,200,17,decreciente,32,False
2-8-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8907761793769495,0.93125,200,17,creciente,33,False
2-8-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.8850000000000001,0.97125,0.8956712695682727,0.928125,200,17,creciente,33,False
2-8-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8955052264808362,0.934375,200,17,creciente,33,False
2-8-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.903965925042786,0.9375,200,17,creciente,33,False
2-8-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9138326585695008,0.94375,200,17,creciente,33,False
30-12-5-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9620620842572064,0.975,200,18,decreciente,34,False
30-12-5-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9093739273135936,0.94375,200,18,decreciente,34,False
30-12-5-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.8997906614430482,0.9375,200,18,decreciente,34,False
30-12-5-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9160788334472546,0.946875,200,18,decreciente,34,False
30-12-5-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.935481550969356,0.959375,200,18,decreciente,34,False
2-5-12-30,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.911469148021675,0.94375,200,18,creciente,35,False
2-5-12-30,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8782547393846001,0.91875,200,18,creciente,35,False
2-5-12-30,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8891001011122345,0.925,200,18,creciente,35,False
2-5-12-30,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9129008192683624,0.94375,200,18,creciente,35,False
2-5-12-30,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.928248428558026,0.953125,200,18,creciente,35,False
30-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702313946216384,0.98125,200,19,decreciente,36,False
30-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905198049934892,0.940625,200,19,decreciente,36,False
30-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9415616903421782,0.9625,200,19,decreciente,36,False
30-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9409022556390978,0.9625,200,19,decreciente,36,False
30-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9557317073170732,0.971875,200,19,decreciente,36,False
4-30,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9259573759573758,0.953125,200,19,creciente,37,False
4-30,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8911056511056511,0.93125,200,19,creciente,37,False
4-30,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9019204297465168,0.9375,200,19,creciente,37,False
4-30,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8719620559158429,0.91875,200,19,creciente,37,False
4-30,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9317478561216804,0.95625,200,19,creciente,37,False
30-11-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9707770998244772,0.98125,200,20,decreciente,38,False
30-11-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9244614394614394,0.953125,200,20,decreciente,38,False
30-11-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9256323439250268,0.953125,200,20,decreciente,38,False
30-11-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9314218708121148,0.95625,200,20,decreciente,38,False
30-11-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9261770749575629,0.953125,200,20,decreciente,38,False
4-11-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9197546897546898,0.946875,200,20,creciente,39,False
4-11-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8889905701533609,0.928125,200,20,creciente,39,False
4-11-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,178,778,22,22,0.956,0.8899999999999999,0.9725,0.8900880107244855,0.93125,200,20,creciente,39,False
4-11-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8979998894074782,0.934375,200,20,creciente,39,False
4-11-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9412446767324816,0.9625,200,20,creciente,39,False
30-15-8-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.9605730790390612,0.975,200,21,decreciente,40,False
30-15-8-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662500000000002,0.8737935198628811,0.915625,200,21,decreciente,40,False
30-15-8-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9147412305922944,0.94375,200,21,decreciente,40,False
30-15-8-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.92506606572717,0.953125,200,21,decreciente,40,False
30-15-8-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9570791698474774,0.971875,200,21,decreciente,40,False
4-8-15-30,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9464518814518812,0.965625,200,21,creciente,41,False
4-8-15-30,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9214461214461216,0.95,200,21,creciente,41,False
4-8-15-30,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9153599562412292,0.946875,200,21,creciente,41,False
4-8-15-30,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9090535860693352,0.940625,200,21,creciente,41,False
4-8-15-30,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9350342554322016,0.959375,200,21,creciente,41,False
30-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9611900294827124,0.975,200,22,decreciente,42,False
30-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9207072751809594,0.95,200,22,decreciente,42,False
30-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.946231365533691,0.965625,200,22,decreciente,42,False
30-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9284737484737484,0.953125,200,22,decreciente,42,False
30-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9553263019116678,0.971875,200,22,decreciente,42,False
6-30,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.937741959937082,0.959375,200,22,creciente,43,False
6-30,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8949327249327249,0.934375,200,22,creciente,43,False
6-30,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9220246382469864,0.95,200,22,creciente,43,False
6-30,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.901168531809726,0.934375,200,22,creciente,43,False
6-30,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9523032523032524,0.96875,200,22,creciente,43,False
30-13-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9481436314363144,0.965625,200,23,decreciente,44,False
30-13-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9152052078881348,0.946875,200,23,decreciente,44,False
30-13-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9100828995565836,0.94375,200,23,decreciente,44,False
30-13-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9415201465201466,0.9625,200,23,decreciente,44,False
30-13-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9417589634892676,0.9625,200,23,decreciente,44,False
6-13-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9191093402721308,0.946875,200,23,creciente,45,False
6-13-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9061219336219336,0.934375,200,23,creciente,45,False
6-13-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9139938718445846,0.94375,200,23,creciente,45,False
6-13-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905504191999699,0.940625,200,23,creciente,45,False
6-13-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9195770001178272,0.946875,200,23,creciente,45,False
30-18-10-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9515227021040976,0.96875,200,24,decreciente,46,False
30-18-10-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9090372991301784,0.940625,200,24,decreciente,46,False
30-18-10-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9159839283523494,0.946875,200,24,decreciente,46,False
30-18-10-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9257803514414554,0.953125,200,24,decreciente,46,False
30-18-10-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9410986032937254,0.9625,200,24,decreciente,46,False
6-10-18-30,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9059053745897216,0.940625,200,24,creciente,47,False
6-10-18-30,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8955443945832963,0.93125,200,24,creciente,47,False
6-10-18-30,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.90609243697479,0.940625,200,24,creciente,47,False
6-10-18-30,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.913111918353226,0.940625,200,24,creciente,47,False
6-10-18-30,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9468253968253968,0.965625,200,24,creciente,47,False
30-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9754699365674976,0.984375,200,25,decreciente,48,False
30-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.92510494010494,0.953125,200,25,decreciente,48,False
30-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9268807928538652,0.953125,200,25,decreciente,48,False
30-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9304816849270084,0.95625,200,25,decreciente,48,False
30-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9356103837848472,0.959375,200,25,decreciente,48,False
8-30,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9399340320109344,0.9624999999999998,200,25,creciente,49,False
8-30,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8976867701167812,0.934375,200,25,creciente,49,False
8-30,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9320975318876624,0.95625,200,25,creciente,49,False
8-30,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9361756201294072,0.959375,200,25,creciente,49,False
8-30,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9463303292801456,0.965625,200,25,creciente,49,False
30-15-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9609977319055744,0.975,200,26,decreciente,50,False
30-15-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9250284482312722,0.9531249999999998,200,26,decreciente,50,False
30-15-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.92621232568601,0.953125,200,26,decreciente,50,False
30-15-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9311623428963788,0.95625,200,26,decreciente,50,False
30-15-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9573801608461427,0.971875,200,26,decreciente,50,False
8-15-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9405403753285654,0.9625,200,26,creciente,51,False
8-15-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9062020905923346,0.940625,200,26,creciente,51,False
8-15-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.910739626227431,0.94375,200,26,creciente,51,False
8-15-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9052673992673992,0.934375,200,26,creciente,51,False
8-15-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.918014581372494,0.946875,200,26,creciente,51,False
30-19-12-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9655469755469755,0.978125,200,27,decreciente,52,False
30-19-12-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9216737101344602,0.946875,200,27,decreciente,52,False
30-19-12-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9123053846738058,0.94375,200,27,decreciente,52,False
30-19-12-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.926195587358378,0.953125,200,27,decreciente,52,False
30-19-12-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.95552694347676,0.971875,200,27,decreciente,52,False
8-12-19-30,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.9812499999999998,0.9265031477370071,0.953125,200,27,creciente,53,False
8-12-19-30,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,171,771,29,29,0.942,0.8549999999999999,0.96375,0.8662085876078948,0.909375,200,27,creciente,53,False
8-12-19-30,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.88743776782705,0.928125,200,27,creciente,53,False
8-12-19-30,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9266011766011768,0.953125,200,27,creciente,53,False
8-12-19-30,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9419738299236464,0.9625,200,27,creciente,53,False
30-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9502174861968276,0.96875,200,28,decreciente,54,False
30-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9104091411171148,0.94375,200,28,decreciente,54,False
30-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9115377362695384,0.94375,200,28,decreciente,54,False
30-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.955750549624628,0.971875,200,28,decreciente,54,False
30-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9504187704187704,0.96875,200,28,decreciente,54,False
10-30,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9323190945142164,0.95625,200,28,creciente,55,False
10-30,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,176,776,24,24,0.9520000000000002,0.8799999999999999,0.97,0.8804029397582877,0.925,200,28,creciente,55,False
10-30,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9005873359606529,0.9375,200,28,creciente,55,False
10-30,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.93684423765028,0.959375,200,28,creciente,55,False
10-30,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9316317121030976,0.95625,200,28,creciente,55,False
30-17-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9707200929152148,0.98125,200,29,decreciente,56,False
30-17-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9058774558774558,0.940625,200,29,decreciente,56,False
30-17-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9195786126018686,0.95,200,29,decreciente,56,False
30-17-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9619208775819816,0.975,200,29,decreciente,56,False
30-17-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.955392484439862,0.971875,200,29,decreciente,56,False
10-17-30,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.927794906317478,0.953125,200,29,creciente,57,False
10-17-30,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9074119678770842,0.940625,200,29,creciente,57,False
10-17-30,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9235076139789994,0.95,200,29,creciente,57,False
10-17-30,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.931951309546318,0.95625,200,29,creciente,57,False
10-17-30,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9413953488372092,0.9625,200,29,creciente,57,False
30-21-14-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9465513814351024,0.965625,200,30,decreciente,58,False
30-21-14-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.904886018237082,0.9375,200,30,decreciente,58,False
30-21-14-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.915917415917416,0.946875,200,30,decreciente,58,False
30-21-14-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.9499999999999998,0.9875,0.9508344030808727,0.96875,200,30,decreciente,58,False
30-21-14-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9508389414203368,0.96875,200,30,decreciente,58,False
10-14-21-30,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9506747339674168,0.96875,200,30,creciente,59,False
10-14-21-30,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8932317073170731,0.93125,200,30,creciente,59,False
10-14-21-30,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9022410516312956,0.9375,200,30,creciente,59,False
10-14-21-30,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9194780038682476,0.946875,200,30,creciente,59,False
10-14-21-30,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9262446767324816,0.953125,200,30,creciente,59,False
28-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9659639953542392,0.978125,200,31,decreciente,60,False
28-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9001678099597316,0.9375,200,31,decreciente,60,False
28-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9275425048740894,0.953125,200,31,decreciente,60,False
28-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9369705113607552,0.959375,200,31,decreciente,60,False
28-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9700915750915752,0.98125,200,31,decreciente,60,False
2-28,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9450525704505164,0.965625,200,31,creciente,61,False
2-28,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9128653281332756,0.94375,200,31,creciente,61,False
2-28,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9018477057152487,0.9375,200,31,creciente,61,False
2-28,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9220384294068504,0.95,200,31,creciente,61,False
2-28,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9553595997498436,0.971875,200,31,creciente,61,False
28-7-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.956660412757974,0.971875,200,32,decreciente,62,False
28-7-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9101591187270502,0.94375,200,32,decreciente,62,False
28-7-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9205994455994456,0.95,200,32,decreciente,62,False
28-7-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9006390977443608,0.9375,200,32,decreciente,62,False
28-7-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.954741971937094,0.971875,200,32,decreciente,62,False
2-7-28,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9149800671751892,0.946875,200,32,creciente,63,False
