distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,pareja,sentido,orden_excel,dimensiones_repetidas
14-7-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9376629376629376,0.959375,200,140,decreciente,278,False
14-7-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9259191583610188,0.953125,200,140,decreciente,278,False
4-7-14,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9520225325103372,0.96875,200,140,creciente,279,False
4-7-14,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.915807724100407,0.946875,200,140,creciente,279,False
4-7-14,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9152723506702968,0.9468749999999998,200,140,creciente,279,False
4-7-14,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9308817412796874,0.95625,200,140,creciente,279,False
4-7-14,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.946779740047794,0.965625,200,140,creciente,279,False
14-9-6-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9452005247640678,0.965625,200,141,decreciente,280,False
14-9-6-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8965328582228732,0.9343749999999998,200,141,decreciente,280,False
14-9-6-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9144941697609276,0.94375,200,141,decreciente,280,False
14-9-6-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9211121334805544,0.95,200,141,decreciente,280,False
14-9-6-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9565154721765762,0.971875,200,141,decreciente,280,False
4-6-9-14,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875000000000002,0.9507684862562912,0.96875,200,141,creciente,281,False
4-6-9-14,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9246504077318032,0.946875,200,141,creciente,281,False
4-6-9-14,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9307124518613608,0.95625,200,141,creciente,281,False
4-6-9-14,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9306342780026992,0.95625,200,141,creciente,281,False
4-6-9-14,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.956157253599114,0.971875,200,141,creciente,281,False
14-6,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9708111742771562,0.98125,200,142,decreciente,282,False
14-6,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9036182285394831,0.9375,200,142,decreciente,282,False
14-6,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9269091017928228,0.953125,200,142,decreciente,282,False
14-6,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.951497639447456,0.96875,200,142,decreciente,282,False
14-6,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9416757457149132,0.9625,200,142,decreciente,282,False
6-14,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9507716225302876,0.96875,200,142,creciente,283,False
6-14,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9056606199463342,0.9375,200,142,creciente,283,False
6-14,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8972499960260057,0.934375,200,142,creciente,283,False
6-14,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.9355905006418486,0.959375,200,142,creciente,283,False
6-14,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.959987492182614,0.975,200,142,creciente,283,False
14-9-6,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9659053049526825,0.978125,200,143,decreciente,284,False
14-9-6,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9162405518219472,0.946875,200,143,decreciente,284,False
14-9-6,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9304167811513244,0.95625,200,143,decreciente,284,False
14-9-6,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.952549889135255,0.96875,200,143,decreciente,284,False
14-9-6,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.965907022004583,0.978125,200,143,decreciente,284,False
6-9-14,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9501094434021264,0.96875,200,143,creciente,285,False
6-9-14,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.921955614150736,0.95,200,143,creciente,285,False
6-9-14,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9228492607789262,0.95,200,143,creciente,285,False
6-9-14,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9577906976744186,0.971875,200,143,creciente,285,False
6-9-14,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9473914973914972,0.965625,200,143,creciente,285,False
14-11-8-6,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9601802284729114,0.975,200,144,decreciente,286,False
14-11-8-6,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8980620010917674,0.934375,200,144,decreciente,286,False
14-11-8-6,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9137574333226508,0.94375,200,144,decreciente,286,False
14-11-8-6,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9356898507449304,0.959375,200,144,decreciente,286,False
14-11-8-6,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.965085321182882,0.978125,200,144,decreciente,286,False
6-8-11-14,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9446365914786968,0.965625,200,144,creciente,287,False
6-8-11-14,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9144997175459032,0.94375,200,144,creciente,287,False
6-8-11-14,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8979141424011466,0.934375,200,144,creciente,287,False
6-8-11-14,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9324224021592442,0.95625,200,144,creciente,287,False
6-8-11-14,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.956888966888967,0.971875,200,144,creciente,287,False
14-8,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.98,0.995,0.9811684628474192,0.9875,200,145,decreciente,288,False
14-8,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9111647361647364,0.94375,200,145,decreciente,288,False
14-8,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9313812232133276,0.95625,200,145,decreciente,288,False
14-8,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9514877757901014,0.96875,200,145,decreciente,288,False
14-8,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.965224646983312,0.978125,200,145,decreciente,288,False
8-14,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9461303630623272,0.965625,200,145,creciente,289,False
8-14,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.926655377143182,0.953125,200,145,creciente,289,False
8-14,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.9453146875098094,0.965625,200,145,creciente,289,False
8-14,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9162683364032612,0.94375,200,145,creciente,289,False
8-14,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9603403442941312,0.975,200,145,creciente,289,False
14-11-8,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9663814954288727,0.978125,200,146,decreciente,290,False
14-11-8,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9125315934351552,0.94375,200,146,decreciente,290,False
14-11-8,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9305023923444976,0.95625,200,146,decreciente,290,False
14-11-8,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9456131165209593,0.965625,200,146,decreciente,290,False
14-11-8,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9466310496543052,0.965625,200,146,decreciente,290,False
8-11-14,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.951965811965812,0.96875,200,146,creciente,291,False
8-11-14,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8905795665402689,0.928125,200,146,creciente,291,False
8-11-14,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.927121844563705,0.953125,200,146,creciente,291,False
8-11-14,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.93651651301202,0.959375,200,146,creciente,291,False
8-11-14,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9701026957637998,0.98125,200,146,creciente,291,False
14-12-10-8,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9656959706959708,0.978125,200,147,decreciente,292,False
14-12-10-8,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.931097016678412,0.95625,200,147,decreciente,292,False
14-12-10-8,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8949030817451871,0.934375,200,147,decreciente,292,False
14-12-10-8,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9610550767161806,0.975,200,147,decreciente,292,False
14-12-10-8,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9431235431235432,0.9625,200,147,decreciente,292,False
8-10-12-14,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9609053049526824,0.975,200,147,creciente,293,False
8-10-12-14,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.926485700817096,0.95,200,147,creciente,293,False
8-10-12-14,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9205601038527867,0.95,200,147,creciente,293,False
8-10-12-14,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9605538235833488,0.975,200,147,creciente,293,False
8-10-12-14,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.955053510887914,0.971875,200,147,creciente,293,False
14-10,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9704699365674976,0.98125,200,148,decreciente,294,False
14-10,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.9008895783696278,0.934375,200,148,decreciente,294,False
14-10,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9114250680419642,0.94375,200,148,decreciente,294,False
14-10,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.927332132993237,0.953125,200,148,decreciente,294,False
14-10,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9563182346109176,0.971875,200,148,decreciente,294,False
10-14,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9572141226140092,0.971875,200,148,creciente,295,False
10-14,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.90377554709825,0.9375,200,148,creciente,295,False
10-14,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9100017677681348,0.94375,200,148,creciente,295,False
10-14,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9638242894056848,0.975,200,148,creciente,295,False
10-14,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9512729509099334,0.9687499999999998,200,148,creciente,295,False
14-12-10,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,197,797,3,3,0.994,0.985,0.99625,0.9855981416957028,0.990625,200,149,decreciente,296,False
14-12-10,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,187,787,13,13,0.974,0.9350000000000002,0.98375,0.937141157540778,0.959375,200,149,decreciente,296,False
14-12-10,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9318968798265452,0.95625,200,149,decreciente,296,False
14-12-10,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9606421470579456,0.975,200,149,decreciente,296,False
14-12-10,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.960346598202824,0.975,200,149,decreciente,296,False
10-12-14,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9553789891632084,0.971875,200,149,creciente,297,False
10-12-14,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9069006669006668,0.940625,200,149,creciente,297,False
10-12-14,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9199480156825592,0.95,200,149,creciente,297,False
10-12-14,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9571428571428572,0.971875,200,149,creciente,297,False
10-12-14,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.9549999999999998,0.98875,0.9555527827479048,0.971875,200,149,creciente,297,False
14-13-11-10,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9652067786727608,0.978125,200,150,decreciente,298,False
14-13-11-10,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.8850000000000001,0.9712499999999998,0.8861236589497459,0.928125,200,150,decreciente,298,False
14-13-11-10,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.9361668930824376,0.959375,200,150,decreciente,298,False
14-13-11-10,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8983739818448081,0.934375,200,150,decreciente,298,False
14-13-11-10,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9477364883178836,0.965625,200,150,decreciente,298,False
10-11-13-14,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9603046076730288,0.975,200,150,creciente,299,False
10-11-13-14,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8965268065268066,0.934375,200,150,creciente,299,False
10-11-13-14,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.8899999999999999,0.9725,0.8905663998687254,0.93125,200,150,creciente,299,False
10-11-13-14,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.93669838039095,0.959375,200,150,creciente,299,False
10-11-13-14,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9510340038105212,0.96875,200,150,creciente,299,False
12-2,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9557919188214438,0.971875,200,151,decreciente,300,False
12-2,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.949987492182614,0.96875,200,151,decreciente,300,False
12-2,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9109083259083258,0.94375,200,151,decreciente,300,False
12-2,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9357005708354956,0.95625,200,151,decreciente,300,False
12-2,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9665505226480836,0.978125,200,151,decreciente,300,False
2-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.928126737429063,0.953125,200,151,creciente,301,False
2-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9117425235835936,0.940625,200,151,creciente,301,False
2-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9103204947107386,0.940625,200,151,creciente,301,False
2-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.921558852046657,0.95,200,151,creciente,301,False
2-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95044825313118,0.96875,200,151,creciente,301,False
12-5-2,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9507977260223732,0.96875,200,152,decreciente,302,False
12-5-2,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9055109398113248,0.940625,200,152,decreciente,302,False
12-5-2,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,180,780,20,20,0.96,0.8999999999999998,0.975,0.9028415828929308,0.9375,200,152,decreciente,302,False
12-5-2,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9225566347517568,0.95,200,152,decreciente,302,False
12-5-2,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9509138700409562,0.96875,200,152,decreciente,302,False
2-5-12,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862499999999998,0.947841347841348,0.965625,200,152,creciente,303,False
2-5-12,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9111342309261524,0.94375,200,152,creciente,303,False
2-5-12,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9099479467900522,0.94375,200,152,creciente,303,False
2-5-12,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.926021136221154,0.953125,200,152,creciente,303,False
2-5-12,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825000000000002,0.9310923493850324,0.95625,200,152,creciente,303,False
12-7-4-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,192,792,8,8,0.984,0.9600000000000002,0.99,0.9605066471856034,0.975,200,153,decreciente,304,False
12-7-4-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9051500546237388,0.9406249999999998,200,153,decreciente,304,False
12-7-4-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9167791484496292,0.9468749999999998,200,153,decreciente,304,False
12-7-4-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9774999999999998,0.9136756305177356,0.94375,200,153,decreciente,304,False
12-7-4-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.95108341122014,0.96875,200,153,decreciente,304,False
2-4-7-12,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9556285984051156,0.971875,200,153,creciente,305,False
2-4-7-12,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9219408647980076,0.946875,200,153,creciente,305,False
2-4-7-12,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9189349305604668,0.946875,200,153,creciente,305,False
2-4-7-12,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9184668989547038,0.946875,200,153,creciente,305,False
2-4-7-12,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9557568035333208,0.971875,200,153,creciente,305,False
12-4,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9707770998244772,0.98125,200,154,decreciente,306,False
12-4,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9177325172062014,0.946875,200,154,decreciente,306,False
12-4,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.928203585645446,0.953125,200,154,decreciente,306,False
12-4,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.935375939849624,0.959375,200,154,decreciente,306,False
12-4,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.9702067786727608,0.98125,200,154,decreciente,306,False
4-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.936164736164736,0.959375,200,154,creciente,307,False
4-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.901597508182874,0.9375,200,154,creciente,307,False
4-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9213830029619504,0.95,200,154,creciente,307,False
4-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.920842044134727,0.95,200,154,creciente,307,False
4-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9501942708553748,0.96875,200,154,creciente,307,False
12-7-4,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,194,794,6,6,0.988,0.97,0.9925,0.970334983800966,0.98125,200,155,decreciente,308,False
12-7-4,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8973202473202473,0.934375,200,155,decreciente,308,False
12-7-4,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9203113922914704,0.946875,200,155,decreciente,308,False
12-7-4,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9307655502392344,0.95625,200,155,decreciente,308,False
12-7-4,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9653157283452533,0.978125,200,155,decreciente,308,False
4-7-12,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.955955793732311,0.971875,200,155,creciente,309,False
4-7-12,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.902049062049062,0.9375,200,155,creciente,309,False
4-7-12,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.940629375019619,0.9625,200,155,creciente,309,False
4-7-12,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9143089430894308,0.94375,200,155,creciente,309,False
4-7-12,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9655677655677656,0.978125,200,155,creciente,309,False
12-8-6-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,195,795,5,5,0.99,0.975,0.99375,0.9754699365674976,0.984375,200,156,decreciente,310,False
12-8-6-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8751502509044229,0.915625,200,156,decreciente,310,False
